juego,plataforma,ano,genero,fabricante,ventas_usa,ventas_europa,ventas_japon,ventas_otro,ventas_globales,score_criticos,num_criticos,score_usuarios,num_usuarios,desarollador,rating
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,33.0,126.0,Ubisoft,M
Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,53.0,12.0,Red Tribe,E10+
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,77.0,20.0,EA Sports,E
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,31.0,7.0,Trickstar Games,T
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,85.0,289.0,Media Vision,T
Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,68.0,4.0,53.0,4.0,Ubisoft Shanghai,E
The Settlers,DS,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,39.0,6.0,56.0,7.0,Blue Byte,E
Stronghold,PC,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81.0,19.0,89.0,224.0,FireFly Studios,T
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,59.0,77.0,56.0,Bugbear,T
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,14.0,89.0,15.0,Midway,M
ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.11,88.0,25.0,84.0,24.0,Kush Games,E
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,23.0,41.0,8.0,Gusto Games,E
XXX,GBA,2002,Action,Activision,0.08,0.03,0.0,0.0,0.11,50.0,13.0,50.0,4.0,Digital Eclipse,E
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,52.0,6.0,THQ,T
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,63.0,21.0,80.0,15.0,Team 17,T
Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,70.0,10.0,Crystal Dynamics,T
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,4.0,50.0,4.0,High Voltage Software,E10+
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,9.0,74.0,9.0,Santa Entertainment,E
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,23.0,61.0,7.0,Digital Embryo,E
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76.0,15.0,83.0,7.0,Toys for Bob,E
Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,42.0,80.0,17.0,Vivarium,E10+
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,70.0,6.0,Blitz Games,E
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,17.0,89.0,23.0,Micro Cabin,T
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,4.0,52.0,5.0,Traveller's Tales,E10+
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,31.0,86.0,17.0,SNK Playmore,T
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,85.0,11.0,Marvelous Inc.,M
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,35.0,28.0,Guildford Studio,M
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,17.0,53.0,4.0,Namco,T
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,86.0,18.0,Omega Force,T
Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,31.0,80.0,10.0,Acclaim Studios Cheltenham,T
Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,67.0,16.0,Hudson Entertainment,T
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,71.0,8.0,"Majesco Games, Majesco",E10+
Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,63.0,6.0,Bionic Games,T
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65.0,39.0,88.0,20.0,Microsoft Game Studios,E
Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,47.0,73.0,Guildford Studio,M
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,63.0,10.0,TOSE,E10+
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,81.0,14.0,Backbone Entertainment,T
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,35.0,6.0,Blitz Games,E
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,78.0,21.0,Konami Computer Entertainment Hawaii,E10+
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,82.0,43.0,"Rocksteady Studios, Virtuos",T
Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,74.0,24.0,Bits Studios,M
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,5.0,8.0,"High Voltage Software, Backbone Entertainment",E
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,18.0,91.0,13.0,Koei,T
Real World Golf,PS2,2005,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,11.0,63.0,4.0,"Aqua Pacific, In2Games",E
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,29.0,88.0,4.0,Krome Studios,E
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,75.0,97.0,Arc System Works,T
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,73.0,4.0,Red Fly Studio,E
The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,7.0,47.0,9.0,Blue Tongue Entertainment,E
BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,78.0,9.0,"Z-Axis, Ltd.",M
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,64.0,5.0,Konami Computer Entertainment Hawaii,E
Pimp My Ride,X360,2006,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,38.0,29.0,Eutechnyx,T
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,79.0,76.0,Guerilla Cambridge,T
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,57.0,9.0,Krome Studios,T
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,56.0,62.0,EA Sports,E
Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,83.0,337.0,Sega,E
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,35.0,4.0,High Voltage Software,E10+
[Prototype 2],PC,2012,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,12.0,64.0,389.0,Radical Entertainment,M
Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,90.0,4.0,FUN Labs,T
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,56.0,22.0,Neverland,M
Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,70.0,6.0,Happy Happening,E
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,35.0,80.0,79.0,Shift,T
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,61.0,19.0,Arc System Works,T
Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,17.0,91.0,21.0,Inti,E
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,46.0,20.0,Eutechnyx,E
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,48.0,4.0,Griptonite Games,E10+
DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,77.0,5.0,65.0,13.0,Pentavision Entertainment,T
Shrek: Forever After,X360,2010,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,22.0,62.0,9.0,Xpec,E10+
Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,73.0,7.0,Keen Games,E
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,62.0,144.0,Konami,E
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,48.0,4.0,EA Sports,E
ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,74.0,866.0,Bohemia Interactive,M
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,15.0,73.0,8.0,EA Canada,E
Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,9.0,59.0,7.0,Kuju Entertainment,T
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,70.0,25.0,SCEA San Diego Studios,E
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,28.0,64.0,Rebellion,M
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,27.0,82.0,11.0,Warthog,M
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,4.0,61.0,16.0,Coyote Developments,M
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,47.0,13.0,Genuine Games,M
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,52.0,672.0,Ubisoft Montreal,M
FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,44.0,88.0,66.0,Bugbear,T
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,51.0,5.0,90.0,44.0,Bandai,T
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,75.0,54.0,Artdink,T
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,13.0,78.0,20.0,Examu,T
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,71.0,10.0,Immersion Software & Graphics,T
Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54.0,35.0,74.0,5.0,Namco,M
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,7.0,65.0,10.0,Vicious Cycle,E10+
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,29.0,85.0,11.0,Vanguard,T
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,9.0,78.0,11.0,Full-Fat,E
X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,78.0,6.0,Amaze Entertainment,E10+
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,30.0,73.0,31.0,Idea Factory,T
Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59.0,13.0,60.0,72.0,Zerodiv,T
Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,17.0,66.0,11.0,Ubisoft,T
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,24.0,12.0,41.0,27.0,Midway,T
Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,28.0,78.0,12.0,Pam Development,E
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,53.0,6.0,Ubisoft,E10+
UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,14.0,73.0,4.0,DreamFactory,T
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82.0,32.0,82.0,144.0,KING Art,T
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34.0,79.0,16.0,Page 44 Studios,M
Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,21.0,85.0,10.0,Acclaim,T
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,77.0,15.0,Electronic Arts,E
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,52.0,74.0,19.0,Digital Extremes,M
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,56.0,51.0,15.0,SNK,T
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,34.0,46.0,"Deep Silver, Keen Games",M
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,22.0,65.0,33.0,KCET,E
Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68.0,22.0,59.0,9.0,Rare Ltd.,E
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,83.0,8.0,Tecmo,E
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65.0,73.0,1170.0,InXile Entertainment,M
The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,63.0,26.0,Haemimont,T
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49.0,83.0,62.0,SCE Japan Studio,E
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,17.0,40.0,5.0,Hudson Soft,E
Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,74.0,7.0,Cave,E
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,44.0,239.0,Konami,E
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30.0,93.0,19.0,Swingin' Ape,T
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,85.0,15.0,Ubisoft Montreal,M
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21.0,82.0,11.0,LucasArts,T
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,78.0,6.0,Artificial Mind and Movement,E10+
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23.0,74.0,10.0,Page 44 Studios,E
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,86.0,10.0,SCEE,T
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15.0,93.0,23.0,Magic Pockets,T
Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17.0,70.0,5.0,Microids,T
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7.0,6.0,24.0,Frontier Developments,E10+
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9.0,60.0,5.0,Ubisoft Shanghai,E
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,90.0,10.0,Koei/Inis,E
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,67.0,6.0,Moss,E
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,92.0,21.0,Sting,T
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23.0,65.0,30.0,Gaijin Entertainment,M
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,79.0,18.0,Sting,T
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28.0,75.0,14.0,Taito Corporation,T
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,83.0,57.0,Petroglyph,T
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45.0,62.0,24.0,Namco,M
Rome: Total War,PC,2004,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,58.0,91.0,1050.0,Creative Assembly,T
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,83.0,76.0,896.0,id Software,M
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,9.0,53.0,17.0,Milestone S.r.l,E
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,34.0,27.0,Eutechnyx,E
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,56.0,34.0,FeelPlus,M
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33.0,81.0,19.0,Codemasters,E
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,80.0,9.0,EA Canada,E
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,10.0,57.0,30.0,Maxis,T
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11.0,62.0,5.0,Climax Group,E
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,72.0,13.0,Midway,M
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14.0,88.0,4.0,Hudson Entertainment,T
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26.0,87.0,13.0,Capcom,T
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,76.0,7.0,High Voltage Software,M
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21.0,89.0,23.0,"Monolith Soft, Namco Bandai Games",T
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,72.0,6.0,Yuke's,T
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,84.0,7.0,EA Sports,E
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,61.0,9.0,Ubisoft,E10+
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38.0,81.0,7.0,"Z-Axis, Ltd.",T
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58.0,27.0,82.0,9.0,Digital Mayhem,M
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,63.0,39.0,5TH Cell,E10+
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,19.0,42.0,6.0,Artificial Mind and Movement,E10+
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,24.0,79.0,8.0,Pivotal Games,M
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16.0,68.0,8.0,Tecmo,E10+
Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,78.0,112.0,Engine Software,T
The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,41.0,76.0,77.0,Daedalic Entertainment,E
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,11.0,65.0,4.0,Dreamcatcher,T
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12.0,70.0,5.0,Hudson Soft,E10+
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,31.0,81.0,9.0,Sega AM2,E
Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,23.0,75.0,4.0,Dimps Corporation,E10+
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,62.0,20.0,5TH Cell,E10+
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16.0,78.0,22.0,Genki,T
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,19.0,53.0,37.0,Gust,E10+
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11.0,63.0,6.0,Saffire,T
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11.0,75.0,4.0,Beenox,E
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,12.0,78.0,63.0,Frima Studio,M
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,80.0,5.0,Treyarch,E
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,31.0,45.0,EA Tiburon,E
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,5.0,41.0,33.0,EA Bright Light,T
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,4.0,35.0,4.0,FrontLine Studios,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,9.0,80.0,11.0,High Voltage Software,E10+
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,22.0,75.0,106.0,Capcom,M
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,50.0,88.0,4.0,InXile Entertainment,T
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,47.0,83.0,13.0,The Behemoth,T
Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25.0,35.0,6.0,Hoplite Research,E
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49.0,71.0,16.0,Techland,E10+
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,86.0,8.0,Ubisoft Montreal,T
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,59.0,61.0,41.0,Cavia Inc.,M
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,75.0,14.0,Griptonite Games,E10+
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67.0,5.0,73.0,8.0,Crave,E10+
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4.0,18.0,4.0,505 Games,T
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17.0,77.0,7.0,Backbone Entertainment,E
