continent,country,income,life_exp,population,year
africa,Guinea-Bissau,1855.0,52.8,1179727,1997
americas,Guyana,5153.0,64.3,760510,1997
americas,Honduras,3475.0,70.2,6028882,1997
asia,Guam,,69.4,150303,1997
asia,"Hong Kong, China",33636.0,79.29,6356470,1997
asia,Pakistan,3270.0,61.8,129086987,1997
europe,Hungary,15667.0,70.9,10309022,1997
asia,India,2235.0,60.5,997405318,1997
europe,Ireland,32568.0,77.4,3712464,1997
europe,Italy,33733.0,78.7,57184901,1997
americas,Jamaica,8354.0,74.4,2586827,1997
africa,Morocco,4177.0,70.4,27825901,1997
asia,Kazakhstan,8517.0,63.9,15581752,1997
africa,Niger,802.0,50.6,10180061,1997
americas,Nicaragua,3117.0,75.0,4786640,1997
asia,Kiribati,1559.0,59.4,80184,1997
asia,Kuwait,82227.0,76.2,1715314,1997
africa,Malawi,633.0,45.8,10381862,1997
africa,Libya,22977.0,74.8,5117269,1997
africa,Mali,1178.0,52.2,10114094,1997
asia,Lao,2084.0,54.4,5056519,1997
africa,Mayotte,,74.7,134216,1997
americas,Cayman Islands,57445.0,,35597,1997
europe,Latvia,9238.0,69.3,2453302,1997
asia,Lebanon,12347.0,74.4,3092670,1997
africa,Lesotho,1563.0,56.6,1810453,1997
africa,Liberia,289.0,53.8,2358469,1997
europe,Russia,11779.0,67.0,147768371,1997
europe,Kosovo,6137.0,,2647850,1997
europe,Norway,55386.0,78.3,4420262,1997
americas,Ecuador,7951.0,72.7,11924993,1997
asia,"Macao, China",42700.0,77.0,401564,1997
asia,Afghanistan,921.0,49.5,18381605,1997
africa,Madagascar,1394.0,58.0,14347854,1997
europe,"Macedonia, FYR",7805.0,72.3,1999599,1997
americas,Haiti,1726.0,57.0,8111951,1997
asia,Malaysia,15749.0,72.8,21565325,1997
asia,Philippines,4230.0,69.0,73064764,1997
europe,Andorra,29729.0,83.1,64327,1997
asia,Maldives,6120.0,70.8,264275,1997
africa,Botswana,9637.0,52.9,1637635,1997
africa,Nigeria,2813.0,55.0,113522705,1997
europe,Malta,22344.0,78.8,387184,1997
asia,Marshall Islands,2950.0,65.1,51692,1997
asia,Myanmar,1919.0,59.7,44371525,1997
americas,Paraguay,6665.0,74.2,4980344,1997
asia,"Micronesia, Fed. Sts.",2873.0,65.9,108502,1997
asia,Nauru,10988.0,,10057,1997
asia,American Samoa,,70.8,54941,1997
asia,Mongolia,4435.0,61.9,2335695,1997
americas,Canada,33310.0,78.6,29903150,1997
europe,Montenegro,9978.0,73.3,618216,1997
africa,Mozambique,520.0,52.5,16701351,1997
africa,Togo,1418.0,56.9,4534551,1997
europe,Czech Republic,19821.0,74.2,10338593,1997
europe,Netherlands,37414.0,77.9,15655475,1997
asia,Palestine,3392.0,74.2,2871147,1997
asia,New Zealand,26152.0,77.6,3752362,1997
americas,Antigua and Barbuda,18186.0,73.9,77739,1997
americas,St. Vincent and the Grenadines,6945.0,69.7,108004,1997
asia,China,3000.0,69.1,1259066974,1997
americas,Peru,6551.0,72.4,24827406,1997
americas,St.-Pierre-et-Miquelon,,,6285,1998
asia,Niue,,,2011,1998
americas,Montserrat,,,6936,1998
europe,Isle of Man,,,71390,1998
americas,Falkland Is (Malvinas),,,2736,1998
americas,Anguilla,,,10548,1998
africa,Western Sahara,,61.57,283083,1998
asia,Wallis et Futuna,,,14354,1998
asia,Guam,,73.4,152277,1998
asia,French Polynesia,,71.59,228376,1998
asia,American Samoa,,71.0,55901,1998
africa,Zambia,2136.0,45.4,9950224,1998
asia,Tokelau,,,1575,1998
asia,Yemen,3857.0,61.5,16896210,1998
asia,Vietnam,2437.0,71.5,78452897,1998
americas,Venezuela,15416.0,73.6,23569454,1998
americas,Uruguay,13508.0,74.0,3292138,1998
americas,United States,43166.0,76.8,275542603,1998
europe,United Kingdom,30614.0,77.3,58544938,1998
asia,Cook Is,,,18295,1998
africa,Uganda,996.0,48.7,22551789,1998
asia,Tuvalu,3172.0,,9306,1998
americas,Turks and Caicos Islands,15429.0,,17115,1998
asia,Turkmenistan,4460.0,63.3,4413477,1998
africa,Tunisia,6879.0,74.3,9499395,1998
americas,Guadeloupe,,76.48,416089,1998
americas,Trinidad and Tobago,16064.0,69.6,1262542,1998
asia,Tonga,4331.0,69.7,97135,1998
asia,Timor-Leste,1738.0,62.8,865194,1998
europe,Switzerland,46942.0,79.5,7115127,1998
africa,Swaziland,5189.0,53.5,1026009,1998
americas,Suriname,10283.0,70.1,461560,1998
africa,Sudan,2175.0,61.2,26003542,1998
americas,St. Lucia,9574.0,71.7,153183,1998
americas,St. Kitts and Nevis,18189.0,,44317,1998
asia,Sri Lanka,4550.0,72.0,18570701,1998
africa,South Sudan,2407.0,53.8,6099923,1998
asia,Solomon Islands,2142.0,61.6,390643,1998
europe,Holy See,,,781,1998
europe,Slovenia,20585.0,75.4,1987976,1998
asia,Singapore,45863.0,77.6,3731440,1998
africa,Seychelles,18361.0,70.4,79188,1998
africa,Tanzania,1421.0,53.7,32451713,1998
europe,Serbia,8121.0,71.5,9683612,1998
asia,Tajikistan,1086.0,64.9,6021691,1998
americas,British Virgin Islands,,,19722,1998
africa,Senegal,1834.0,59.1,9418393,1998
asia,Saudi Arabia,37671.0,76.3,19882458,1998
africa,Sao Tome and Principe,2174.0,64.0,133418,1998
americas,Virgin Islands (U.S.),,77.07,108556,1998
africa,Rwanda,768.0,45.6,7059813,1998
asia,Qatar,107276.0,74.6,550430,1998
americas,Puerto Rico,31597.0,75.1,3769336,1998
europe,Portugal,24560.0,76.1,10272286,1998
europe,Poland,13225.0,73.0,38558054,1998
africa,South Africa,9770.0,58.9,44372112,1998
africa,Ghana,2199.0,60.1,18036494,1998
europe,Denmark,39297.0,76.7,5300379,1998
africa,Mayotte,,75.03,139579,1998
europe,Georgia,3072.0,71.4,4825186,1998
europe,Romania,9855.0,69.8,22458077,1998
europe,Germany,35254.0,77.6,81499232,1998
africa,Ethiopia,591.0,51.1,62794151,1998
europe,Estonia,13705.0,69.5,1406350,1998
africa,Somalia,607.0,50.3,8422372,1998
europe,Iceland,31601.0,79.9,275296,1998
africa,Mauritania,2711.0,62.5,2549223,1998
europe,Hungary,16365.0,71.1,10280145,1998
americas,Argentina,12268.0,73.8,36241590,1998
africa,Libya,22502.0,74.8,5195502,1998
europe,Cyprus,27721.0,77.1,908704,1998
americas,Aruba,42565.0,73.7,87277,1998
americas,Costa Rica,9095.0,77.2,3767373,1998
africa,"Congo, Rep.",4657.0,49.9,3048453,1998
asia,Fiji,6108.0,64.2,800315,1998
americas,Cuba,10086.0,75.6,11064097,1998
asia,United Arab Emirates,104107.0,72.8,2838145,1998
americas,Chile,14450.0,76.6,14887756,1998
asia,Northern Mariana Islands,,74.9,65474,1998
americas,El Salvador,5994.0,71.0,5778706,1998
africa,Reunion,,75.44,711992,1998
europe,Turkey,13008.0,72.0,61329590,1998
asia,New Caledonia,,72.95,204180,1998
africa,"Congo, Dem. Rep.",622.0,53.5,44840529,1998
europe,Kosovo,5604.0,,2654379,1998
europe,Greece,23535.0,78.2,11030393,1998
africa,Burundi,763.0,45.5,6186352,1998
europe,Luxembourg,71147.0,77.7,425833,1998
americas,Dominica,7936.0,72.7,70290,1998
africa,Angola,3376.0,51.8,15504318,1998
europe,Russia,11173.0,67.2,147381001,1998
europe,Liechtenstein,,,32355,1998
americas,Cayman Islands,58314.0,,37740,1998
asia,Samoa,3997.0,70.6,172981,1998
europe,Moldova,2353.0,68.5,4253284,1998
asia,Papua New Guinea,1969.0,56.5,5291178,1998
europe,Austria,36157.0,77.8,8041050,1998
americas,Peru,6418.0,73.1,25199748,1998
americas,Colombia,8701.0,73.1,39234062,1998
asia,Uzbekistan,2340.0,67.1,24112410,1998
europe,Spain,28238.0,78.8,40292642,1998
europe,San Marino,47258.0,,26799,1998
asia,Bahrain,44399.0,74.0,613702,1998
africa,Djibouti,2092.0,60.0,680612,1998
americas,Barbados,14081.0,74.1,267950,1998
europe,Azerbaijan,3801.0,65.6,7989904,1998
africa,Morocco,4448.0,70.8,28175263,1998
asia,Cambodia,1176.0,59.0,11597739,1998
africa,Namibia,5991.0,56.7,1810566,1998
americas,Canada,34389.0,78.8,30178134,1998
africa,Togo,1351.0,56.6,4679023,1998
americas,French Guiana,,74.34,151170,1998
africa,Chad,1090.0,52.1,7759258,1998
europe,Montenegro,10482.0,73.1,616340,1998
asia,Japan,31656.0,80.5,127127265,1998
africa,Central African Republic,873.0,45.7,3597385,1998
asia,Philippines,4115.0,69.0,74693695,1998
asia,Syria,5620.0,73.8,15602210,1998
europe,Albania,4434.0,74.2,3103759,1998
asia,Brunei,73498.0,75.6,319222,1998
africa,Guinea,1107.0,54.0,8503297,1998
asia,Israel,24009.0,78.1,5765210,1998
africa,Egypt,7207.0,68.6,67378056,1998
africa,Gabon,20729.0,60.0,1171224,1998
americas,Panama,9713.0,75.8,2912328,1998
africa,Eritrea,1603.0,58.8,3224223,1998
asia,Kiribati,1702.0,59.5,81550,1998
asia,Bangladesh,1538.0,63.9,126447965,1998
asia,Australia,33085.0,79.2,18665045,1998
americas,Guatemala,6149.0,67.7,11133501,1998
asia,Bhutan,3292.0,65.6,542155,1998
americas,Bermuda,45912.0,74.3,63511,1998
asia,Iran,11311.0,70.8,63900630,1998
europe,France,32764.0,78.7,59034921,1998
asia,Kyrgyz Republic,1950.0,65.6,4786773,1998
europe,Sweden,33709.0,79.5,8870848,1998
asia,South Korea,17493.0,75.4,46627442,1998
americas,Netherlands Antilles,,74.53,183172,1998
europe,Armenia,2636.0,70.5,3108684,1998
americas,Ecuador,8045.0,72.8,12163885,1998
asia,Iraq,10490.0,65.7,22190250,1998
europe,Bulgaria,8976.0,71.0,8137564,1998
africa,Sierra Leone,1006.0,49.7,4353646,1998
africa,Cote d'Ivoire,3202.0,52.2,15884552,1998
asia,"Macao, China",40077.0,77.21,409837,1998
americas,Dominican Republic,7283.0,72.9,8296375,1998
africa,Equatorial Guinea,8437.0,51.2,566673,1998
europe,Malta,23347.0,78.9,390605,1998
americas,Brazil,11250.0,69.9,170170640,1998
americas,Belize,6220.0,69.5,230284,1998
americas,Bolivia,4384.0,66.3,8026254,1998
africa,Benin,1466.0,57.0,6470265,1998
europe,Slovak Republic,15085.0,72.8,5395254,1998
asia,Thailand,8363.0,70.4,61597283,1998
europe,Czech Republic,19777.0,74.5,10323488,1998
asia,Jordan,7503.0,73.0,4927912,1998
asia,Oman,43621.0,74.8,2251875,1998
europe,Belgium,34992.0,77.5,10237299,1998
africa,Lesotho,1572.0,54.6,1831298,1998
europe,Croatia,14965.0,73.5,4491902,1998
europe,Bosnia and Herzegovina,5609.0,74.8,3750485,1998
africa,Mauritius,10375.0,71.0,1165283,1998
africa,Gambia,1477.0,63.4,1160944,1998
asia,Vanuatu,2761.0,62.5,178078,1998
europe,Monaco,47144.0,,31523,1998
europe,Belarus,6630.0,67.9,10033061,1998
europe,Lithuania,12200.0,71.3,3555133,1998
africa,Cameroon,2338.0,55.0,14523570,1998
europe,Channel Islands,,77.14,146671,1998
africa,Cape Verde,3082.0,68.2,417323,1998
americas,Grenada,8633.0,70.6,101309,1998
europe,Faeroe Islands,,,46580,1998
europe,Ukraine,4463.0,68.1,49748581,1998
americas,Martinique,,77.55,379663,1998
africa,Guinea-Bissau,1305.0,51.7,1199915,1998
americas,Guyana,5041.0,64.3,757952,1998
americas,Mexico,14033.0,73.7,98821456,1998
americas,Honduras,3500.0,63.9,6192026,1998
asia,"Hong Kong, China",31394.0,79.63,6473836,1998
asia,China,3205.0,69.4,1267441503,1998
asia,India,2332.0,60.8,1015974042,1998
asia,Indonesia,5721.0,67.0,205715544,1998
europe,Ireland,34985.0,77.6,3750570,1998
europe,Gibraltar,,,30801,1998
europe,Italy,34269.0,78.9,57153554,1998
africa,Algeria,9646.0,72.6,30335732,1998
americas,Jamaica,8086.0,74.5,2611367,1998
africa,Kenya,2194.0,56.1,29769803,1998
asia,Kazakhstan,8500.0,64.2,15349899,1998
africa,Zimbabwe,2680.0,50.9,11893272,1998
asia,Kuwait,80971.0,76.3,1836353,1998
africa,Malawi,639.0,45.3,10704744,1998
asia,Malaysia,14231.0,73.0,22113464,1998
asia,Taiwan,31879.0,75.4,21834000,1998
africa,Mali,1217.0,50.9,10380835,1998
asia,Lao,2123.0,54.9,5150763,1998
europe,Latvia,9912.0,69.0,2430547,1998
europe,Greenland,18955.0,67.2,55948,1998
africa,Liberia,346.0,54.4,2551062,1998
americas,Bahamas,23799.0,70.1,290060,1998
europe,Norway,56502.0,78.3,4447486,1998
europe,"Macedonia, FYR",7983.0,72.4,2012057,1998
africa,Madagascar,1404.0,58.3,14808791,1998
americas,Haiti,1733.0,57.5,8258483,1998
asia,Maldives,6564.0,71.7,269206,1998
europe,Andorra,30819.0,83.3,64142,1998
africa,Botswana,9507.0,50.9,1669625,1998
asia,Marshall Islands,2854.0,65.0,51925,1998
asia,Myanmar,1944.0,60.1,44959935,1998
asia,Afghanistan,947.0,48.6,18863999,1998
americas,Paraguay,6527.0,74.2,5089310,1998
asia,"Micronesia, Fed. Sts.",2966.0,66.1,108238,1998
europe,Finland,31423.0,77.3,5164242,1998
africa,St. Helena,,,5241,1998
asia,Mongolia,4544.0,62.1,2355590,1998
africa,Mozambique,562.0,52.6,17136780,1998
asia,Nauru,9952.0,,10046,1998
asia,Nepal,1487.0,63.9,22856305,1998
asia,Palestine,4163.0,74.5,2999862,1998
europe,Netherlands,38816.0,78.1,15745647,1998
africa,Burkina Faso,1012.0,51.8,10968724,1998
asia,New Zealand,26077.0,78.0,3783974,1998
africa,Niger,854.0,51.2,10556549,1998
africa,Nigeria,2818.0,55.1,116385750,1998
americas,Antigua and Barbuda,18483.0,74.1,79851,1998
americas,Nicaragua,3175.0,73.2,4869626,1998
asia,North Korea,1267.0,58.9,22537336,1998
africa,Comoros,1416.0,60.0,515385,1998
americas,St. Vincent and the Grenadines,7310.0,69.8,107922,1998
asia,Pakistan,3266.0,62.0,132253264,1998
asia,Palau,14930.0,,18524,1998
asia,Lebanon,12703.0,74.9,3113951,1998
americas,St.-Pierre-et-Miquelon,,,6281,1999
asia,Niue,,,1956,1999
americas,Montserrat,,,5787,1999
europe,Isle of Man,,,71952,1999
americas,Falkland Is (Malvinas),,,2815,1999
europe,Faeroe Islands,,,46937,1999
africa,Western Sahara,,62.11,296512,1999
africa,Reunion,,75.76,724484,1999
asia,Wallis et Futuna,,,14428,1999
asia,Guam,,73.5,153953,1999
asia,French Polynesia,,71.96,232952,1999
africa,Zambia,2176.0,45.0,10239714,1999
asia,Tokelau,,,1574,1999
asia,Yemen,3892.0,62.0,17378098,1999
asia,Vietnam,2515.0,71.7,79391374,1999
americas,Venezuela,14216.0,70.2,24028689,1999
americas,Uruguay,13177.0,74.3,3309318,1999
americas,United States,44673.0,76.9,278862277,1999
europe,United Kingdom,31474.0,77.5,58746728,1999
asia,United Arab Emirates,101940.0,73.0,2988162,1999
africa,Uganda,1043.0,48.9,23272995,1999
asia,Tuvalu,3109.0,,9345,1999
asia,Turkmenistan,5132.0,63.5,4466132,1999
africa,Tunisia,7201.0,74.7,9603742,1999
americas,Guadeloupe,,76.8,420582,1999
americas,Trinidad and Tobago,16739.0,69.3,1264775,1999
asia,Tonga,4478.0,69.6,97591,1999
asia,Timor-Leste,1132.0,62.3,863269,1999
asia,Tajikistan,1111.0,65.5,6114886,1999
asia,Taiwan,32852.0,75.3,22008000,1999
europe,Switzerland,47486.0,79.8,7138464,1999
africa,Swaziland,5243.0,51.4,1045629,1999
americas,Suriname,10054.0,69.9,467003,1999
africa,Sudan,2183.0,62.0,26607042,1999
americas,St. Vincent and the Grenadines,7635.0,69.6,107880,1999
americas,St. Lucia,9673.0,71.8,155172,1999
americas,St. Kitts and Nevis,18904.0,,44824,1999
asia,Sri Lanka,4677.0,72.4,18669103,1999
europe,Spain,29353.0,78.8,40539723,1999
africa,South Sudan,2518.0,54.1,6405864,1999
asia,Solomon Islands,2074.0,61.7,401538,1999
europe,Holy See,,,781,1999
europe,Slovenia,21655.0,75.7,1988318,1999
asia,Singapore,48271.0,78.0,3818462,1999
europe,Serbia,7161.0,71.0,9579314,1999
africa,Tanzania,1454.0,53.8,33291540,1999
americas,British Virgin Islands,,,20188,1999
africa,Senegal,1904.0,59.2,9645957,1999
asia,Saudi Arabia,36746.0,76.6,20294406,1999
africa,Sao Tome and Principe,2186.0,64.4,135886,1999
americas,Virgin Islands (U.S.),,77.33,108681,1999
africa,Rwanda,754.0,47.2,7593239,1999
asia,Qatar,107741.0,74.6,569447,1999
americas,Puerto Rico,32088.0,75.2,3786575,1999
europe,Romania,9752.0,70.6,22288057,1999
europe,Portugal,25371.0,76.4,10312611,1999
europe,Poland,13824.0,73.1,38561694,1999
africa,South Africa,9766.0,57.9,45058775,1999
africa,Mayotte,,75.36,144940,1999
europe,Denmark,40321.0,76.3,5321774,1999
europe,Germany,35931.0,77.8,81481612,1999
europe,Georgia,3185.0,71.4,4773169,1999
americas,Netherlands Antilles,,74.57,181033,1999
asia,Fiji,6594.0,64.1,806494,1999
africa,Ethiopia,604.0,50.6,64640054,1999
europe,Estonia,13723.0,70.2,1403789,1999
africa,Ghana,2244.0,60.1,18477612,1999
africa,Somalia,605.0,50.4,8720231,1999
africa,Mauritania,2834.0,63.2,2628803,1999
americas,Dominican Republic,7649.0,73.2,8429112,1999
asia,New Caledonia,,73.21,208582,1999
americas,Argentina,11722.0,73.9,36648068,1999
europe,Cyprus,28698.0,77.5,926050,1999
africa,Libya,22235.0,74.9,5274163,1999
americas,Aruba,42564.0,73.73,89005,1999
americas,Costa Rica,9610.0,77.5,3848723,1999
africa,"Congo, Rep.",4413.0,51.6,3136344,1999
asia,Syria,5291.0,74.1,16016092,1999
americas,Cuba,10674.0,75.8,11110004,1999
americas,Chile,14159.0,76.9,15076952,1999
asia,Cook Is,,,18124,1999
americas,El Salvador,6165.0,71.6,5825187,1999
europe,Turkey,12381.0,71.5,62287326,1999
africa,"Congo, Dem. Rep.",583.0,54.0,45898667,1999
europe,Greece,24152.0,78.3,11090266,1999
africa,Burundi,744.0,46.3,6278940,1999
europe,Luxembourg,76102.0,78.1,431262,1999
americas,Dominica,8035.0,73.4,69903,1999
africa,Angola,3389.0,51.8,15949766,1999
africa,Chad,1045.0,51.7,8041846,1999
europe,Russia,11925.0,65.9,146919737,1999
americas,Cayman Islands,58007.0,,39808,1999
europe,Liechtenstein,,,32842,1999
asia,Samoa,4066.0,70.7,173755,1999
asia,Cambodia,1285.0,59.5,11883636,1999
africa,Djibouti,2103.0,59.9,700099,1999
americas,Peru,6411.0,73.9,25561299,1999
europe,Moldova,2276.0,68.4,4224273,1999
asia,Papua New Guinea,1953.0,57.4,5430479,1999
europe,Austria,37382.0,78.0,8051113,1999
americas,Colombia,8194.0,73.2,39819279,1999
asia,Jordan,7566.0,73.2,5014899,1999
europe,San Marino,51019.0,,27096,1999
asia,Bahrain,44619.0,74.2,636545,1999
africa,Benin,1500.0,57.1,6664098,1999
europe,Ukraine,4496.0,67.7,49290792,1999
asia,Bangladesh,1579.0,64.6,129029691,1999
africa,Namibia,6035.0,55.4,1858042,1999
americas,Canada,35810.0,79.0,30453884,1999
americas,French Guiana,,74.55,156735,1999
africa,Togo,1349.0,56.8,4825704,1999
americas,Panama,9889.0,76.2,2971197,1999
europe,Montenegro,9506.0,73.0,614650,1999
asia,Japan,31535.0,80.6,127335858,1999
europe,Hungary,16943.0,71.3,10249959,1999
americas,Barbados,14400.0,74.2,268922,1999
africa,Eritrea,1550.0,52.2,3302263,1999
europe,Albania,4912.0,74.2,3115576,1999
africa,Egypt,7528.0,69.0,68626664,1999
asia,Kiribati,1676.0,59.6,82966,1999
americas,Anguilla,,,10793,1999
americas,Guatemala,6239.0,68.8,11387203,1999
americas,Turks and Caicos Islands,16100.0,,17864,1999
africa,Gabon,18413.0,59.7,1200773,1999
asia,Bhutan,3459.0,66.5,557543,1999
americas,Bermuda,47200.0,74.4,63767,1999
asia,Israel,24263.0,78.5,5891770,1999
europe,France,33707.0,78.8,59316107,1999
europe,Armenia,2740.0,70.8,3089017,1999
asia,Kyrgyz Republic,1991.0,65.8,4861129,1999
asia,Uzbekistan,2414.0,67.4,24489769,1999
europe,Belgium,36209.0,77.7,10255160,1999
asia,Northern Mariana Islands,,75.2,67755,1999
asia,Australia,34346.0,79.4,18864112,1999
africa,Gambia,1527.0,63.4,1195420,1999
asia,Iran,11327.0,71.3,65062660,1999
americas,Ecuador,7511.0,73.1,12398691,1999
asia,South Korea,19233.0,75.8,47023880,1999
europe,Bulgaria,8516.0,71.4,8066883,1999
asia,Iraq,11958.0,65.9,22878156,1999
africa,Sierra Leone,969.0,49.2,4437803,1999
europe,Malta,24330.0,79.0,393805,1999
africa,Cote d'Ivoire,3178.0,52.2,16300233,1999
asia,"Macao, China",38504.0,77.42,418604,1999
africa,Equatorial Guinea,10273.0,52.0,589938,1999
africa,Central African Republic,887.0,45.5,3676508,1999
americas,Brazil,11139.0,70.3,172759243,1999
americas,Belize,6568.0,69.3,239026,1999
europe,Azerbaijan,4047.0,65.9,8054125,1999
africa,Kenya,2187.0,55.8,30600397,1999
americas,Bolivia,4312.0,66.9,8182712,1999
europe,Slovak Republic,15039.0,73.0,5397708,1999
asia,Thailand,8633.0,70.5,62306651,1999
europe,Czech Republic,20082.0,74.7,10306645,1999
europe,Iceland,32521.0,80.2,277870,1999
asia,Oman,43544.0,75.1,2254918,1999
europe,Sweden,35208.0,79.5,8873100,1999
africa,Lesotho,1563.0,52.9,1850527,1999
europe,Croatia,14652.0,73.8,4456433,1999
africa,Mauritius,10512.0,71.2,1175574,1999
europe,Bosnia and Herzegovina,5965.0,75.3,3759118,1999
asia,Brunei,74041.0,75.8,326289,1999
asia,Vanuatu,2720.0,62.0,181345,1999
europe,Monaco,48523.0,,31800,1999
europe,Belarus,6879.0,67.7,9986933,1999
europe,Lithuania,12002.0,71.8,3529178,1999
asia,Philippines,4151.0,69.2,76335812,1999
europe,Channel Islands,,77.37,147687,1999
africa,Cameroon,2369.0,54.7,14891891,1999
africa,Morocco,4414.0,71.1,28514798,1999
africa,Cape Verde,3363.0,68.2,426285,1999
americas,Grenada,9489.0,70.6,101442,1999
africa,Guinea,1130.0,54.0,8653769,1999
americas,Martinique,,77.88,383547,1999
asia,North Korea,1377.0,59.0,22731985,1999
africa,Guinea-Bissau,1289.0,52.5,1220794,1999
americas,Guyana,5166.0,64.3,755278,1999
americas,Mexico,14177.0,74.1,100300579,1999
americas,Honduras,3362.0,70.3,6357221,1999
asia,"Hong Kong, China",31875.0,79.99,6579564,1999
asia,China,3419.0,69.6,1275406699,1999
asia,India,2496.0,61.2,1034539214,1999
asia,Indonesia,5684.0,67.2,208612556,1999
europe,Ireland,38122.0,77.7,3795699,1999
europe,Gibraltar,,,30991,1999
europe,Italy,34798.0,79.3,57179989,1999
africa,Algeria,9810.0,73.0,30765613,1999
americas,Jamaica,8115.0,74.6,2634882,1999
asia,Kazakhstan,8813.0,65.0,15165574,1999
europe,Kosovo,4353.0,,2639714,1999
africa,Zimbabwe,2625.0,49.3,12064537,1999
asia,Kuwait,75316.0,77.3,1957066,1999
africa,Malawi,640.0,45.1,11044356,1999
asia,Malaysia,14748.0,73.1,22656286,1999
africa,Mali,1265.0,53.5,10663723,1999
asia,Lao,2237.0,55.5,5241284,1999
europe,Latvia,10208.0,70.0,2408090,1999
europe,Greenland,19182.0,67.5,56046,1999
africa,Liberia,397.0,55.2,2734518,1999
americas,Bahamas,25193.0,70.1,293572,1999
asia,Afghanistan,972.0,50.0,19403676,1999
europe,Norway,57246.0,78.5,4474004,1999
europe,"Macedonia, FYR",8242.0,72.6,2024394,1999
africa,Madagascar,1424.0,58.8,15282521,1999
americas,Haiti,1748.0,58.0,8404398,1999
asia,Maldives,6950.0,72.3,274484,1999
europe,Andorra,31940.0,83.5,64370,1999
africa,Botswana,10228.0,49.2,1699862,1999
asia,Marshall Islands,2777.0,64.8,52079,1999
asia,Myanmar,1998.0,60.4,45539435,1999
americas,Paraguay,6303.0,74.3,5196937,1999
asia,"Micronesia, Fed. Sts.",3018.0,66.3,107816,1999
europe,Finland,32743.0,77.5,5175926,1999
africa,Niger,819.0,51.8,10947829,1999
asia,American Samoa,,71.4,56770,1999
africa,St. Helena,,,5201,1999
asia,Mongolia,4643.0,62.3,2376162,1999
africa,Mozambique,592.0,52.6,17584869,1999
